gutenberg_id,text,stave
19337,"Much good it has ever done you!""",1
19337,,1
19337,"""There are many things from which I might have derived good, by which I",1
19337,"have not profited, I dare say,"" returned the nephew; ""Christmas among",1
19337,"the rest. But I am sure I have always thought of Christmas-time, when it",1
19337,has come round--apart from the veneration due to its sacred name and,1
19337,"origin, if anything belonging to it can be apart from that--as a good",1
19337,"time; a kind, forgiving, charitable, pleasant time; the only time I know",1
19337,"of, in the long calendar of the year, when men and women seem by one",1
19337,"consent to open their shut-up hearts freely, and to think of people",1
19337,"below them as if they really were fellow-passengers to the grave, and",1
19337,"not another race of creatures bound on other journeys. And therefore,",1
19337,"uncle, though it has never put a scrap of gold or silver in my pocket, I",1
19337,"believe that it _has_ done me good, and _will_ do me good; and I say,",1
19337,"God bless it!""",1
19337,,1
19337,The clerk in the tank involuntarily applauded. Becoming immediately,1
19337,"sensible of the impropriety, he poked the fire, and extinguished the",1
19337,last frail spark for ever.,1
19337,,1
19337,"""Let me hear another sound from _you_,"" said Scrooge, ""and you'll keep",1
19337,your Christmas by losing your situation! You're quite a powerful,1
19337,"speaker, sir,"" he added, turning to his nephew. ""I wonder you don't go",1
19337,"into Parliament.""",1
19337,,1
19337,"""Don't be angry, uncle. Come! Dine with us to-morrow.""",1
19337,,1
19337,"Scrooge said that he would see him----Yes, indeed he did. He went the",1
19337,"whole length of the expression, and said that he would see him in that",1
19337,extremity first.,1
19337,,1
19337,"""But why?"" cried Scrooge's nephew. ""Why?""",1
19337,,1
19337,"""Why did you get married?"" said Scrooge.",1
19337,,1
19337,"""Because I fell in love.""",1
19337,,1
19337,"""Because you fell in love!"" growled Scrooge, as if that were the only",1
19337,"one thing in the world more ridiculous than a merry Christmas. ""Good",1
19337,"afternoon!""",1
19337,,1
19337,"""Nay, uncle, but you never came to see me before that happened. Why give",1
19337,"it as a reason for not coming now?""",1
19337,,1
19337,"""Good afternoon,"" said Scrooge.",1
19337,,1
19337,"""I want nothing from you; I ask nothing of you; why cannot we be",1
19337,"friends?""",1
19337,,1
19337,"""Good afternoon!"" said Scrooge.",1
19337,,1
19337,"""I am sorry, with all my heart, to find you so resolute. We have never",1
19337,had any quarrel to which I have been a party. But I have made the trial,1
19337,"in homage to Christmas, and I'll keep my Christmas humour to the last.",1
19337,"So A Merry Christmas, uncle!""",1
19337,,1
19337,"""Good afternoon,"" said Scrooge.",1
19337,,1
19337,"""And A Happy New Year!""",1
19337,,1
19337,"""Good afternoon!"" said Scrooge.",1
19337,,1
19337,"His nephew left the room without an angry word, notwithstanding. He",1
19337,stopped at the outer door to bestow the greetings of the season on the,1
19337,"clerk, who, cold as he was, was warmer than Scrooge; for he returned",1
19337,them cordially.,1
19337,,1
19337,"""There's another fellow,"" muttered Scrooge, who overheard him: ""my",1
19337,"clerk, with fifteen shillings a week, and a wife and family, talking",1
19337,"about a merry Christmas. I'll retire to Bedlam.""",1
19337,,1
19337,"This lunatic, in letting Scrooge's nephew out, had let two other people",1
19337,"in. They were portly gentlemen, pleasant to behold, and now stood, with",1
19337,"their hats off, in Scrooge's office. They had books and papers in their",1
19337,"hands, and bowed to him.",1
19337,,1
19337,"""Scrooge and Marley's, I believe,"" said one of the gentlemen, referring",1
19337,"to his list. ""Have I the pleasure of addressing Mr. Scrooge, or Mr.",1
19337,"Marley?""",1
19337,,1
19337,"""Mr. Marley has been dead these seven years,"" Scrooge replied. ""He died",1
19337,"seven years ago, this very night.""",1
19337,,1
19337,"""We have no doubt his liberality is well represented by his surviving",1
19337,"partner,"" said the gentleman, presenting his credentials.",1
19337,,1
19337,It certainly was; for they had been two kindred spirits. At the ominous,1
19337,"word ""liberality"" Scrooge frowned, and shook his head, and handed the",1
19337,credentials back.,1
19337,,1
19337,"""At this festive season of the year, Mr. Scrooge,"" said the gentleman,",1
19337,"taking up a pen, ""it is more than usually desirable that we should make",1
19337,"some slight provision for the poor and destitute, who suffer greatly at",1
19337,the present time. Many thousands are in want of common necessaries;,1
19337,"hundreds of thousands are in want of common comforts, sir.""",1
19337,,1
19337,"""Are there no prisons?"" asked Scrooge.",1
19337,,1
19337,"""Plenty of prisons,"" said the gentleman, laying down the pen again.",1
19337,,1
19337,"""And the Union workhouses?"" demanded Scrooge. ""Are they still in",1
19337,"operation?""",1
19337,,1
19337,"""They are. Still,"" returned the gentleman, ""I wish I could say they were",1
19337,"not.""",1
19337,,1
19337,"""The Treadmill and the Poor Law are in full vigour, then?"" said Scrooge.",1
19337,,1
19337,"""Both very busy, sir.""",1
19337,,1
19337,"""Oh! I was afraid, from what you said at first, that something had",1
19337,"occurred to stop them in their useful course,"" said Scrooge. ""I am very",1
19337,"glad to hear it.""",1
19337,,1
19337,"""Under the impression that they scarcely furnish Christian cheer of mind",1
19337,"or body to the multitude,"" returned the gentleman, ""a few of us are",1
19337,"endeavouring to raise a fund to buy the Poor some meat and drink, and",1
19337,"means of warmth. We choose this time, because it is a time, of all",1
19337,"others, when Want is keenly felt, and Abundance rejoices. What shall I",1
19337,"put you down for?""",1
19337,,1
19337,"""Nothing!"" Scrooge replied.",1
19337,,1
19337,"""You wish to be anonymous?""",1
19337,,1
19337,"""I wish to be left alone,"" said Scrooge. ""Since you ask me what I wish,",1
19337,"gentlemen, that is my answer. I don't make merry myself at Christmas,",1
19337,and I can't afford to make idle people merry. I help to support the,1
19337,establishments I have mentioned--they cost enough; and those who are,1
19337,"badly off must go there.""",1
19337,,1
19337,"""Many can't go there; and many would rather die.""",1
19337,,1
19337,"""If they would rather die,"" said Scrooge, ""they had better do it, and",1
19337,"decrease the surplus population. Besides--excuse me--I don't know that.""",1
19337,,1
19337,"""But you might know it,"" observed the gentleman.",1
19337,,1
19337,"""It's not my business,"" Scrooge returned. ""It's enough for a man to",1
19337,"understand his own business, and not to interfere with other people's.",1
19337,"Mine occupies me constantly. Good afternoon, gentlemen!""",1
19337,,1
19337,"Seeing clearly that it would be useless to pursue their point, the",1
19337,gentlemen withdrew. Scrooge resumed his labours with an improved opinion,1
19337,"of himself, and in a more facetious temper than was usual with him.",1
19337,,1
19337,"Meanwhile the fog and darkness thickened so, that people ran about with",1
19337,"flaring links, proffering their services to go before horses in",1
19337,"carriages, and conduct them on their way. The ancient tower of a church,",1
19337,whose gruff old bell was always peeping slily down at Scrooge out of a,1
19337,"Gothic window in the wall, became invisible, and struck the hours and",1
19337,"quarters in the clouds, with tremulous vibrations afterwards, as if its",1
19337,teeth were chattering in its frozen head up there. The cold became,1
19337,"intense. In the main street, at the corner of the court, some labourers",1
19337,"were repairing the gas-pipes, and had lighted a great fire in a brazier,",1
19337,round which a party of ragged men and boys were gathered: warming their,1
19337,hands and winking their eyes before the blaze in rapture. The water-plug,1
19337,"being left in solitude, its overflowings suddenly congealed, and turned",1
19337,"to misanthropic ice. The brightness of the shops, where holly sprigs and",1
19337,"berries crackled in the lamp heat of the windows, made pale faces ruddy",1
19337,as they passed. Poulterers' and grocers' trades became a splendid joke:,1
19337,"a glorious pageant, with which it was next to impossible to believe that",1
19337,such dull principles as bargain and sale had anything to do. The Lord,1
19337,"Mayor, in the stronghold of the mighty Mansion House, gave orders to his",1
19337,fifty cooks and butlers to keep Christmas as a Lord Mayor's household,1
19337,"should; and even the little tailor, whom he had fined five shillings on",1
19337,"the previous Monday for being drunk and blood-thirsty in the streets,",1
19337,"stirred up to-morrow's pudding in his garret, while his lean wife and",1
19337,the baby sallied out to buy the beef.,1
19337,,1
19337,"Foggier yet, and colder! Piercing, searching, biting cold. If the good",1
19337,St. Dunstan had but nipped the Evil Spirit's nose with a touch of such,1
19337,"weather as that, instead of using his familiar weapons, then indeed he",1
19337,"would have roared to lusty purpose. The owner of one scant young nose,",1
19337,"gnawed and mumbled by the hungry cold as bones are gnawed by dogs,",1
19337,stooped down at Scrooge's keyhole to regale him with a Christmas carol;,1
19337,"but, at the first sound of",1
19337,,1
19337,"    ""God bless you, merry gentleman,",1
19337,"    May nothing you dismay!""",1
19337,,1
19337,"Scrooge seized the ruler with such energy of action, that the singer",1
19337,"fled in terror, leaving the keyhole to the fog, and even more congenial",1
19337,frost.,1
19337,,1
19337,At length the hour of shutting up the counting-house arrived. With an,1
19337,"ill-will Scrooge dismounted from his stool, and tacitly admitted the",1
19337,"fact to the expectant clerk in the tank, who instantly snuffed his",1
19337,"candle out, and put on his hat.",1
19337,,1
19337,"""You'll want all day to-morrow, I suppose?"" said Scrooge.",1
19337,,1
19337,"""If quite convenient, sir.""",1
19337,,1
19337,"""It's not convenient,"" said Scrooge, ""and it's not fair. If I was to",1
19337,"stop half-a-crown for it, you'd think yourself ill used, I'll be bound?""",1
19337,,1
19337,The clerk smiled faintly.,1
19337,,1
19337,"""And yet,"" said Scrooge, ""you don't think _me_ ill used when I pay a",1
19337,"day's wages for no work.""",1
19337,,1
19337,The clerk observed that it was only once a year.,1
19337,,1
19337,"""A poor excuse for picking a man's pocket every twenty-fifth of",1
19337,"December!"" said Scrooge, buttoning his great-coat to the chin. ""But I",1
19337,suppose you must have the whole day. Be here all the earlier next,1
19337,"morning.""",1
19337,,1
19337,The clerk promised that he would; and Scrooge walked out with a growl.,1
19337,"The office was closed in a twinkling, and the clerk, with the long ends",1
19337,of his white comforter dangling below his waist (for he boasted no,1
19337,"great-coat), went down a slide on Cornhill, at the end of a lane of",1
19337,"boys, twenty times, in honour of its being Christmas-eve, and then ran",1
19337,"home to Camden Town as hard as he could pelt, to play at blindman's",1
19337,buff.,1
19337,,1
19337,Scrooge took his melancholy dinner in his usual melancholy tavern; and,1
19337,"having read all the newspapers, and beguiled the rest of the evening",1
19337,"with his banker's book, went home to bed. He lived in chambers which had",1
19337,once belonged to his deceased partner. They were a gloomy suite of,1
19337,"rooms, in a lowering pile of building up a yard, where it had so little",1
19337,"business to be, that one could scarcely help fancying it must have run",1
19337,"there when it was a young house, playing at hide-and-seek with other",1
19337,"houses, and have forgotten the way out again. It was old enough now, and",1
19337,"dreary enough; for nobody lived in it but Scrooge, the other rooms being",1
19337,"all let out as offices. The yard was so dark that even Scrooge, who",1
19337,"knew its every stone, was fain to grope with his hands. The fog and",1
19337,"frost so hung about the black old gateway of the house, that it seemed",1
19337,as if the Genius of the Weather sat in mournful meditation on the,1
19337,threshold.,1
19337,,1
19337,"Now, it is a fact that there was nothing at all particular about the",1
19337,"knocker on the door, except that it was very large. It is also a fact",1
19337,"that Scrooge had seen it, night and morning, during his whole residence",1
19337,in that place; also that Scrooge had as little of what is called fancy,1
19337,"about him as any man in the City of London, even including--which is a",1
19337,"bold word--the corporation, aldermen, and livery. Let it also be borne",1
19337,in mind that Scrooge had not bestowed one thought on Marley since his,1
19337,last mention of his seven-years'-dead partner that afternoon. And then,1
19337,"let any man explain to me, if he can, how it happened that Scrooge,",1
19337,"having his key in the lock of the door, saw in the knocker, without its",1
19337,"undergoing any intermediate process of change--not a knocker, but",1
19337,Marley's face.,1
19337,,1
19337,"Marley's face. It was not in impenetrable shadow, as the other objects",1
19337,"in the yard were, but had a dismal light about it, like a bad lobster in",1
19337,"a dark cellar. It was not angry or ferocious, but looked at Scrooge as",1
19337,Marley used to look: with ghostly spectacles turned up on its ghostly,1
19337,"forehead. The hair was curiously stirred, as if by breath of hot air;",1
19337,"and, though the eyes were wide open, they were perfectly motionless.",1
19337,"That, and its livid colour, made it horrible; but its horror seemed to",1
19337,"be in spite of the face, and beyond its control, rather than a part of",1
19337,its own expression.,1
19337,,1
19337,"As Scrooge looked fixedly at this phenomenon, it was a knocker again.",1
19337,,1
19337,"To say that he was not startled, or that his blood was not conscious of",1
19337,"a terrible sensation to which it had been a stranger from infancy, would",1
19337,"be untrue. But he put his hand upon the key he had relinquished, turned",1
19337,"it sturdily, walked in, and lighted his candle.",1
19337,,1
19337,"He _did_ pause, with a moment's irresolution, before he shut the door;",1
19337,"and he _did_ look cautiously behind it first, as if he half expected to",1
19337,be terrified with the sight of Marley's pigtail sticking out into the,1
19337,"hall. But there was nothing on the back of the door, except the screws",1
19337,"and nuts that held the knocker on, so he said, ""Pooh, pooh!"" and closed",1
19337,it with a bang.,1
19337,,1
19337,"The sound resounded through the house like thunder. Every room above,",1
19337,"and every cask in the wine merchant's cellars below, appeared to have a",1
19337,separate peal of echoes of its own. Scrooge was not a man to be,1
19337,"frightened by echoes. He fastened the door, and walked across the hall,",1
19337,"and up the stairs: slowly, too: trimming his candle as he went.",1
19337,,1
19337,You may talk vaguely about driving a coach and six up a good old flight,1
19337,"of stairs, or through a bad young Act of Parliament; but I mean to say",1
19337,"you might have got a hearse up that staircase, and taken it broadwise,",1
19337,"with the splinter-bar towards the wall, and the door towards the",1
19337,"balustrades: and done it easy. There was plenty of width for that, and",1
19337,room to spare; which is perhaps the reason why Scrooge thought he saw a,1
19337,locomotive hearse going on before him in the gloom. Half-a-dozen,1
19337,"gas-lamps out of the street wouldn't have lighted the entry too well, so",1
19337,you may suppose that it was pretty dark with Scrooge's dip.,1
19337,,1
19337,"Up Scrooge went, not caring a button for that. Darkness is cheap, and",1
19337,"Scrooge liked it. But, before he shut his heavy door, he walked through",1
19337,his rooms to see that all was right. He had just enough recollection of,1
19337,the face to desire to do that.,1
19337,,1
19337,"Sitting-room, bedroom, lumber-room. All as they should be. Nobody under",1
19337,"the table, nobody under the sofa; a small fire in the grate; spoon and",1
19337,basin ready; and the little saucepan of gruel (Scrooge had a cold in his,1
19337,head) upon the hob. Nobody under the bed; nobody in the closet; nobody,1
19337,"in his dressing-gown, which was hanging up in a suspicious attitude",1
19337,"against the wall. Lumber-room as usual. Old fire-guard, old shoes, two",1
19337,"fish baskets, washing-stand on three legs, and a poker.",1
19337,,1
19337,"Quite satisfied, he closed his door, and locked himself in; double",1
19337,"locked himself in, which was not his custom. Thus secured against",1
19337,"surprise, he took off his cravat; put on his dressing-gown and slippers,",1
19337,and his nightcap; and sat down before the fire to take his gruel.,1
19337,,1
19337,It was a very low fire indeed; nothing on such a bitter night. He was,1
19337,"obliged to sit close to it, and brood over it, before he could extract",1
19337,the least sensation of warmth from such a handful of fuel. The,1
19337,"fire-place was an old one, built by some Dutch merchant long ago, and",1
19337,"paved all round with quaint Dutch tiles, designed to illustrate the",1
19337,"Scriptures. There were Cains and Abels, Pharaoh's daughters, Queens of",1
19337,"Sheba, Angelic messengers descending through the air on clouds like",1
19337,"feather beds, Abrahams, Belshazzars, Apostles putting off to sea in",1
19337,"butter-boats, hundreds of figures to attract his thoughts; and yet that",1
19337,"face of Marley, seven years dead, came like the ancient Prophet's rod,",1
19337,and swallowed up the whole. If each smooth tile had been a blank at,1
19337,"first, with power to shape some picture on its surface from the",1
19337,"disjointed fragments of his thoughts, there would have been a copy of",1
19337,old Marley's head on every one.,1
19337,,1
19337,"""Humbug!"" said Scrooge; and walked across the room.",1
19337,,1
19337,After several turns he sat down again. As he threw his head back in the,1
19337,"chair, his glance happened to rest upon a bell, a disused bell, that",1
19337,"hung in the room, and communicated, for some purpose now forgotten, with",1
19337,a chamber in the highest story of the building. It was with great,1
19337,"astonishment, and with a strange, inexplicable dread, that, as he",1
19337,"looked, he saw this bell begin to swing. It swung so softly in the",1
19337,"outset that it scarcely made a sound; but soon it rang out loudly, and",1
19337,so did every bell in the house.,1
19337,,1
19337,"This might have lasted half a minute, or a minute, but it seemed an",1
19337,"hour. The bells ceased, as they had begun, together. They were succeeded",1
19337,"by a clanking noise, deep down below, as if some person were dragging a",1
19337,heavy chain over the casks in the wine merchant's cellar. Scrooge then,1
19337,remembered to have heard that ghosts in haunted houses were described as,1
19337,dragging chains.,1
19337,,1
19337,"The cellar door flew open with a booming sound, and then he heard the",1
19337,noise much louder on the floors below; then coming up the stairs; then,1
19337,coming straight towards his door.,1
19337,,1
19337,"""It's humbug still!"" said Scrooge. ""I won't believe it.""",1
19337,,1
19337,"His colour changed, though, when, without a pause, it came on through",1
19337,"the heavy door, and passed into the room before his eyes. Upon its",1
19337,"coming in, the dying flame leaped up, as though it cried, ""I know him!",1
19337,"Marley's Ghost!"" and fell again.",1
19337,,1
19337,"The same face: the very same. Marley in his pigtail, usual waistcoat,",1
19337,"tights, and boots; the tassels on the latter bristling, like his",1
19337,"pigtail, and his coat-skirts, and the hair upon his head. The chain he",1
19337,"drew was clasped about his middle. It was long, and wound about him like",1
19337,"a tail; and it was made (for Scrooge observed it closely) of cash-boxes,",1
19337,"keys, padlocks, ledgers, deeds, and heavy purses wrought in steel. His",1
19337,"body was transparent; so that Scrooge, observing him, and looking",1
19337,"through his waistcoat, could see the two buttons on his coat behind.",1
19337,,1
19337,"Scrooge had often heard it said that Marley had no bowels, but he had",1
19337,never believed it until now.,1
19337,,1
19337,"No, nor did he believe it even now. Though he looked the phantom through",1
19337,"and through, and saw it standing before him; though he felt the chilling",1
19337,influence of its death-cold eyes; and marked the very texture of the,1
19337,"folded kerchief bound about its head and chin, which wrapper he had not",1
19337,"observed before; he was still incredulous, and fought against his",1
19337,senses.,1
19337,,1
19337,"""How now!"" said Scrooge, caustic and cold as ever. ""What do you want",1
19337,"with me?""",1
19337,,1
19337,"""Much!""--Marley's voice, no doubt about it.",1
19337,,1
19337,"""Who are you?""",1
19337,,1
19337,"""Ask me who I _was_.""",1
19337,,1
19337,"""Who _were_ you, then?"" said Scrooge, raising his voice. ""You're",1
19337,"particular, for a shade."" He was going to say ""_to_ a shade,"" but",1
19337,"substituted this, as more appropriate.",1
19337,,1
19337,"""In life I was your partner, Jacob Marley.""",1
19337,,1
19337,"""Can you--can you sit down?"" asked Scrooge, looking doubtfully at him.",1
19337,,1
19337,"""I can.""",1
19337,,1
19337,"""Do it, then.""",1
19337,,1
19337,"Scrooge asked the question, because he didn't know whether a ghost so",1
19337,transparent might find himself in a condition to take a chair; and felt,1
19337,"that, in the event of its being impossible, it might involve the",1
19337,necessity of an embarrassing explanation. But the Ghost sat down on the,1
19337,"opposite side of the fire-place, as if he were quite used to it.",1
19337,,1
19337,"""You don't believe in me,"" observed the Ghost.",1
19337,,1
19337,"""I don't,"" said Scrooge.",1
19337,,1
19337,"""What evidence would you have of my reality beyond that of your own",1
19337,"senses?""",1
19337,,1
19337,"""I don't know,"" said Scrooge.",1
19337,,1
19337,"""Why do you doubt your senses?""",1
19337,,1
19337,"""Because,"" said Scrooge, ""a little thing affects them. A slight disorder",1
19337,"of the stomach makes them cheats. You may be an undigested bit of beef,",1
19337,"a blot of mustard, a crumb of cheese, a fragment of an underdone potato.",1
19337,"There's more of gravy than of grave about you, whatever you are!""",1
19337,,1
19337,"Scrooge was not much in the habit of cracking jokes, nor did he feel in",1
19337,"his heart by any means waggish then. The truth is, that he tried to be",1
19337,"smart, as a means of distracting his own attention, and keeping down his",1
19337,terror; for the spectre's voice disturbed the very marrow in his bones.,1
19337,,1
19337,"To sit staring at those fixed glazed eyes in silence, for a moment,",1
19337,"would play, Scrooge felt, the very deuce with him. There was something",1
19337,"very awful, too, in the spectre's being provided with an infernal",1
19337,"atmosphere of his own. Scrooge could not feel it himself, but this was",1
19337,"clearly the case; for though the Ghost sat perfectly motionless, its",1
19337,"hair, and skirts, and tassels were still agitated as by the hot vapour",1
19337,from an oven.,1
19337,,1
19337,"""You see this toothpick?"" said Scrooge, returning quickly to the charge,",1
19337,"for the reason just assigned; and wishing, though it were only for a",1
19337,"second, to divert the vision's stony gaze from himself.",1
19337,,1
19337,"""I do,"" replied the Ghost.",1
19337,,1
19337,"""You are not looking at it,"" said Scrooge.",1
19337,,1
19337,"""But I see it,"" said the Ghost, ""notwithstanding.""",1
19337,,1
19337,"""Well!"" returned Scrooge, ""I have but to swallow this, and be for the",1
19337,"rest of my days persecuted by a legion of goblins, all of my own",1
19337,"creation. Humbug, I tell you; humbug!""",1
19337,,1
19337,"At this the spirit raised a frightful cry, and shook its chain with such",1
19337,"a dismal and appalling noise, that Scrooge held on tight to his chair,",1
19337,to save himself from falling in a swoon. But how much greater was his,1
19337,"horror when the phantom, taking off the bandage round his head, as if it",1
19337,"were too warm to wear indoors, its lower jaw dropped down upon its",1
19337,breast!,1
19337,,1
19337,"Scrooge fell upon his knees, and clasped his hands before his face.",1
19337,,1
19337,"""Mercy!"" he said. ""Dreadful apparition, why do you trouble me?""",1
19337,,1
19337,"""Man of the worldly mind!"" replied the Ghost, ""do you believe in me or",1
19337,"not?""",1
19337,,1
19337,"""I do,"" said Scrooge. ""I must. But why do spirits walk the earth, and",1
19337,"why do they come to me?""",1
19337,,1
19337,"[Illustration: _To sit staring at those fixed glazed eyes in silence,",1
19337,"for a moment, would play, Scrooge felt, the very deuce with him._]",1
19337,,1
19337,"""It is required of every man,"" the Ghost returned, ""that the spirit",1
19337,"within him should walk abroad among his fellow-men, and travel far and",1
